zone_corecrabe.nom,village.nom,fiche_acheteur.date
Morombe,Ankotapike,2022-06-14
Morombe,Ankotapike,2022-06-14
Morombe,Ankotapike,2022-06-14
Morombe,Ankotapike,2022-06-14
Morombe,Befandefa,2022-05-02
Morombe,Befandefa,2022-05-02
Morombe,Befandefa,2022-05-02
Morombe,Befandefa,2022-05-02
Morombe,Befandefa,2022-05-02
Morombe,Befandefa,2022-05-03
Morombe,Befandefa,2022-05-03
Morombe,Befandefa,2022-05-03
Morombe,Befandefa,2022-05-03
Morombe,Befandefa,2022-05-03
Morombe,Befandefa,2022-05-09
Morombe,Befandefa,2022-05-09
Morombe,Befandefa,2022-05-09
Morombe,Befandefa,2022-05-09
Morombe,Befandefa,2022-05-09
Morombe,Befandefa,2022-05-10
Morombe,Befandefa,2022-05-10
Morombe,Befandefa,2022-05-10
Morombe,Befandefa,2022-05-10
Morombe,Befandefa,2022-05-10
Morombe,Befandefa,2022-05-16
Morombe,Befandefa,2022-05-16
Morombe,Befandefa,2022-05-16
Morombe,Befandefa,2022-05-16
Morombe,Befandefa,2022-05-17
Morombe,Befandefa,2022-05-17
Morombe,Befandefa,2022-05-17
Morombe,Befandefa,2022-05-17
Morombe,Befandefa,2022-05-17
Morombe,Befandefa,2022-05-23
Morombe,Befandefa,2022-05-23
Morombe,Befandefa,2022-05-23
Morombe,Befandefa,2022-05-23
Morombe,Befandefa,2022-05-23
Morombe,Befandefa,2022-05-24
Morombe,Befandefa,2022-05-24
Morombe,Befandefa,2022-05-24
Morombe,Befandefa,2022-05-24
Morombe,Befandefa,2022-05-24
Morombe,Befandefa,2022-05-30
Morombe,Befandefa,2022-05-30
Morombe,Befandefa,2022-05-30
Morombe,Befandefa,2022-05-30
Morombe,Befandefa,2022-05-30
Morombe,Befandefa,2022-05-31
Morombe,Befandefa,2022-05-31
Morombe,Befandefa,2022-05-31
Morombe,Befandefa,2022-05-31
Morombe,Befandefa,2022-05-31
Morombe,Befandefa,2022-06-06
Morombe,Befandefa,2022-06-06
Morombe,Befandefa,2022-06-06
Morombe,Befandefa,2022-06-06
Morombe,Befandefa,2022-06-06
Morombe,Befandefa,2022-06-07
Morombe,Befandefa,2022-06-07
Morombe,Befandefa,2022-06-07
Morombe,Befandefa,2022-06-07
Morombe,Befandefa,2022-06-07
Morombe,Befandefa,2022-06-13
Morombe,Befandefa,2022-06-13
Morombe,Befandefa,2022-06-13
Morombe,Befandefa,2022-06-13
Morombe,Befandefa,2022-06-13
Morombe,Befandefa,2022-06-14
Morombe,Befandefa,2022-06-14
Morombe,Befandefa,2022-06-14
Morombe,Befandefa,2022-06-14
Morombe,Befotaka,2022-05-02
Morombe,Befotaka,2022-05-02
Morombe,Befotaka,2022-05-02
Morombe,Befotaka,2022-05-02
Morombe,Befotaka,2022-05-06
Morombe,Befotaka,2022-05-06
Morombe,Befotaka,2022-05-06
Morombe,Befotaka,2022-05-06
Morombe,Befotaka,2022-05-06
Morombe,Befotaka,2022-05-09
Morombe,Befotaka,2022-05-09
Morombe,Befotaka,2022-05-09
Morombe,Befotaka,2022-05-09
Morombe,Befotaka,2022-05-09
Morombe,Befotaka,2022-05-13
Morombe,Befotaka,2022-05-13
Morombe,Befotaka,2022-05-13
Morombe,Befotaka,2022-05-13
Morombe,Befotaka,2022-05-13
Morombe,Befotaka,2022-05-16
Morombe,Befotaka,2022-05-16
Morombe,Befotaka,2022-05-16
Morombe,Befotaka,2022-05-16
Morombe,Befotaka,2022-05-16
Morombe,Befotaka,2022-05-20
Morombe,Befotaka,2022-05-20
Morombe,Befotaka,2022-05-20
Morombe,Befotaka,2022-05-20
Morombe,Befotaka,2022-05-20
Morombe,Befotaka,2022-05-21
Morombe,Befotaka,2022-05-23
Morombe,Befotaka,2022-05-23
Morombe,Befotaka,2022-05-23
Morombe,Befotaka,2022-05-23
Morombe,Befotaka,2022-05-23
Morombe,Befotaka,2022-05-27
Morombe,Befotaka,2022-05-27
Morombe,Befotaka,2022-05-27
Morombe,Befotaka,2022-05-27
Morombe,Befotaka,2022-05-27
Morombe,Befotaka,2022-05-30
Morombe,Befotaka,2022-05-30
Morombe,Befotaka,2022-05-30
Morombe,Befotaka,2022-05-30
Morombe,Befotaka,2022-05-30
Morombe,Befotaka,2022-06-03
Morombe,Befotaka,2022-06-03
Morombe,Befotaka,2022-06-03
Morombe,Befotaka,2022-06-03
Morombe,Befotaka,2022-06-03
Morombe,Befotaka,2022-06-06
Morombe,Befotaka,2022-06-06
Morombe,Befotaka,2022-06-06
Morombe,Befotaka,2022-06-06
Morombe,Befotaka,2022-06-06
Morombe,Befotaka,2022-06-06
Morombe,Befotaka,2022-06-10
Morombe,Befotaka,2022-06-10
Morombe,Befotaka,2022-06-10
Morombe,Befotaka,2022-06-10
Morombe,Befotaka,2022-06-10
Morombe,Befotaka,2022-06-13
Morombe,Befotaka,2022-06-13
Morombe,Befotaka,2022-06-13
Morombe,Befotaka,2022-06-13
Morombe,Befotaka,2022-06-13
Morombe,Marohata,2022-05-02
Morombe,Marohata,2022-05-02
Morombe,Marohata,2022-05-02
Morombe,Marohata,2022-05-02
Morombe,Marohata,2022-05-05
Morombe,Marohata,2022-05-05
Morombe,Marohata,2022-05-05
Morombe,Marohata,2022-05-05
Morombe,Marohata,2022-05-05
Morombe,Marohata,2022-05-05
Morombe,Marohata,2022-05-09
Morombe,Marohata,2022-05-09
Morombe,Marohata,2022-05-09
Morombe,Marohata,2022-05-09
Morombe,Marohata,2022-05-09
Morombe,Marohata,2022-05-12
Morombe,Marohata,2022-05-12
Morombe,Marohata,2022-05-12
Morombe,Marohata,2022-05-12
Morombe,Marohata,2022-05-12
Morombe,Marohata,2022-05-19
Morombe,Marohata,2022-05-19
Morombe,Marohata,2022-05-19
Morombe,Marohata,2022-05-19
Morombe,Marohata,2022-05-19
Morombe,Marohata,2022-05-21
Morombe,Marohata,2022-05-21
Morombe,Marohata,2022-05-21
Morombe,Marohata,2022-05-21
Morombe,Marohata,2022-05-21
Morombe,Marohata,2022-05-23
Morombe,Marohata,2022-05-23
Morombe,Marohata,2022-05-23
Morombe,Marohata,2022-05-23
Morombe,Marohata,2022-05-23
Morombe,Marohata,2022-05-28
Morombe,Marohata,2022-05-28
Morombe,Marohata,2022-05-28
Morombe,Marohata,2022-05-28
Morombe,Marohata,2022-05-28
Morombe,Marohata,2022-05-31
Morombe,Marohata,2022-05-31
Morombe,Marohata,2022-05-31
Morombe,Marohata,2022-05-31
Morombe,Marohata,2022-05-31
Morombe,Marohata,2022-06-02
Morombe,Marohata,2022-06-02
Morombe,Marohata,2022-06-02
Morombe,Marohata,2022-06-02
Morombe,Marohata,2022-06-02
Morombe,Marohata,2022-06-06
Morombe,Marohata,2022-06-06
Morombe,Marohata,2022-06-06
Morombe,Marohata,2022-06-06
Morombe,Marohata,2022-06-06
Morombe,Marohata,2022-06-09
Morombe,Marohata,2022-06-09
Morombe,Marohata,2022-06-09
Morombe,Marohata,2022-06-09
Morombe,Marohata,2022-06-09
Morondava,Antsosa,2022-05-02
Morondava,Antsosa,2022-05-02
Morondava,Antsosa,2022-05-02
Morondava,Antsosa,2022-05-02
Morondava,Antsosa,2022-05-02
Morondava,Antsosa,2022-05-03
Morondava,Antsosa,2022-05-03
Morondava,Antsosa,2022-05-03
Morondava,Antsosa,2022-05-03
Morondava,Antsosa,2022-05-03
Morondava,Antsosa,2022-05-09
Morondava,Antsosa,2022-05-09
Morondava,Antsosa,2022-05-09
Morondava,Antsosa,2022-05-09
Morondava,Antsosa,2022-05-09
Morondava,Antsosa,2022-05-10
Morondava,Antsosa,2022-05-10
Morondava,Antsosa,2022-05-10
Morondava,Antsosa,2022-05-10
Morondava,Antsosa,2022-05-10
Morondava,Antsosa,2022-05-16
Morondava,Antsosa,2022-05-16
Morondava,Antsosa,2022-05-16
Morondava,Antsosa,2022-05-16
Morondava,Antsosa,2022-05-16
Morondava,Antsosa,2022-05-17
Morondava,Antsosa,2022-05-17
Morondava,Antsosa,2022-05-17
Morondava,Antsosa,2022-05-17
Morondava,Antsosa,2022-05-17
Morondava,Antsosa,2022-05-23
Morondava,Antsosa,2022-05-23
Morondava,Antsosa,2022-05-23
Morondava,Antsosa,2022-05-23
Morondava,Antsosa,2022-05-23
Morondava,Antsosa,2022-05-24
Morondava,Antsosa,2022-05-24
Morondava,Antsosa,2022-05-24
Morondava,Antsosa,2022-05-24
Morondava,Antsosa,2022-05-24
Morondava,Antsosa,2022-05-30
Morondava,Antsosa,2022-05-30
Morondava,Antsosa,2022-05-30
Morondava,Antsosa,2022-05-30
Morondava,Antsosa,2022-05-30
Morondava,Antsosa,2022-06-01
Morondava,Antsosa,2022-06-01
Morondava,Antsosa,2022-06-01
Morondava,Antsosa,2022-06-01
Morondava,Antsosa,2022-06-01
Morondava,Antsosa,2022-06-13
Morondava,Antsosa,2022-06-13
Morondava,Antsosa,2022-06-13
Morondava,Antsosa,2022-06-13
Morondava,Antsosa,2022-06-13
Morondava,Antsosa,2022-06-14
Morondava,Antsosa,2022-06-14
Morondava,Antsosa,2022-06-14
Morondava,Antsosa,2022-06-14
Morondava,Antsosa,2022-06-14
Morondava,Boringeny,2022-05-05
Morondava,Boringeny,2022-05-05
Morondava,Boringeny,2022-05-05
Morondava,Boringeny,2022-05-05
Morondava,Boringeny,2022-05-05
Morondava,Boringeny,2022-05-08
Morondava,Boringeny,2022-05-08
Morondava,Boringeny,2022-05-08
Morondava,Boringeny,2022-05-08
Morondava,Boringeny,2022-05-08
Morondava,Boringeny,2022-05-11
Morondava,Boringeny,2022-05-11
Morondava,Boringeny,2022-05-11
Morondava,Boringeny,2022-05-11
Morondava,Boringeny,2022-05-19
Morondava,Boringeny,2022-05-19
Morondava,Boringeny,2022-05-19
Morondava,Boringeny,2022-05-19
Morondava,Boringeny,2022-05-19
Morondava,Boringeny,2022-05-20
Morondava,Boringeny,2022-05-20
Morondava,Boringeny,2022-05-20
Morondava,Boringeny,2022-05-20
Morondava,Boringeny,2022-05-20
Morondava,Boringeny,2022-05-25
Morondava,Boringeny,2022-05-25
Morondava,Boringeny,2022-05-25
Morondava,Boringeny,2022-05-25
Morondava,Boringeny,2022-05-25
Morondava,Boringeny,2022-05-31
Morondava,Boringeny,2022-05-31
Morondava,Boringeny,2022-05-31
Morondava,Boringeny,2022-05-31
Morondava,Boringeny,2022-05-31
Morondava,Boringeny,2022-06-05
Morondava,Boringeny,2022-06-05
Morondava,Boringeny,2022-06-05
Morondava,Boringeny,2022-06-05
Morondava,Boringeny,2022-06-05
Morondava,Boringeny,2022-06-15
Morondava,Boringeny,2022-06-15
Morondava,Boringeny,2022-06-15
Morondava,Boringeny,2022-06-15
Morondava,Boringeny,2022-06-15
Morondava,Boringeny,2022-06-19
Morondava,Nosy-Be,2022-05-16
Morondava,Nosy-Be,2022-05-16
Morondava,Nosy-Be,2022-05-16
Morondava,Nosy-Be,2022-05-16
Morondava,Nosy-Be,2022-05-16
Morondava,Nosy-Be,2022-05-17
Morondava,Nosy-Be,2022-05-17
Morondava,Nosy-Be,2022-05-17
Morondava,Nosy-Be,2022-05-17
Morondava,Nosy-Be,2022-05-17
Morondava,Nosy-Be,2022-05-23
Morondava,Nosy-Be,2022-05-23
Morondava,Nosy-Be,2022-05-23
Morondava,Nosy-Be,2022-05-23
Morondava,Nosy-Be,2022-05-23
Morondava,Nosy-Be,2022-05-24
Morondava,Nosy-Be,2022-05-24
Morondava,Nosy-Be,2022-05-24
Morondava,Nosy-Be,2022-05-24
Morondava,Nosy-Be,2022-05-24
Morondava,Nosy-Be,2022-05-30
Morondava,Nosy-Be,2022-05-30
Morondava,Nosy-Be,2022-05-30
Morondava,Nosy-Be,2022-05-30
Morondava,Nosy-Be,2022-05-30
Morondava,Nosy-Be,2022-05-31
Morondava,Nosy-Be,2022-05-31
Morondava,Nosy-Be,2022-05-31
Morondava,Nosy-Be,2022-05-31
Morondava,Nosy-Be,2022-05-31
Morondava,Nosy-Be,2022-05-31
Morondava,Nosy-Be,2022-06-06
Morondava,Nosy-Be,2022-06-06
Morondava,Nosy-Be,2022-06-06
Morondava,Nosy-Be,2022-06-06
Morondava,Nosy-Be,2022-06-06
Morondava,Nosy-Be,2022-06-07
Morondava,Nosy-Be,2022-06-07
Morondava,Nosy-Be,2022-06-07
Morondava,Nosy-Be,2022-06-07
Morondava,Nosy-Be,2022-06-07
