zone_corecrabe.nom;village.nom;fiche_enqueteur.date
Morondava;Nosy-Be;2022-06-07
Morondava;Nosy-Be;2022-06-07
Morondava;Nosy-Be;2022-06-07
Morondava;Nosy-Be;2022-06-08
Morondava;Nosy-Be;2022-06-08
Morondava;Nosy-Be;2022-06-08
Morondava;Nosy-Be;2022-06-09
Morondava;Nosy-Be;2022-06-09
Morondava;Nosy-Be;2022-06-10
Morondava;Nosy-Be;2022-06-10
Morondava;Nosy-Be;2022-06-10
Morondava;Nosy-Be;2022-06-11
Morondava;Nosy-Be;2022-06-11
Morondava;Nosy-Be;2022-06-11
Morondava;Nosy-Be;2022-06-12
Morondava;Nosy-Be;2022-06-12
Morondava;Nosy-Be;2022-06-12
